Symbol,ADX,BBands,BOP,MACD,MOM,RSI,Gain
IAG,20.6666,0.207066895,0.3925,0.0804,0.093310463,54.1344,0.964955175
IIN,57.7299,0.212222222,0.4206,1.1993,0.091414141,86.6033,0.975550122
KREF,17.1695,0.066406797,-0.2846,-0.0489,-0.029985007,38.718,0.980079681
KERX,33.7963,0.079827957,-0.2593,-0.149,0.000860215,31.3039,0.971639676
LGIH,68.4101,0.089478875,0.3452,2.7581,0.04990004,94.5305,0.909767229
LXP,20.6956,0.128,-0.8195,-0.1772,-0.037720207,32.248,0.930927835
CLI,52.8073,0.05512987,-0.5593,-0.1742,0.007235622,26.8848,0.923639689
MTDR,33.2594,0.211236749,0.4527,0.8809,0.116864761,67.6744,1.027069562
MYE,25.3595,0.149251282,-0.6964,-0.3668,0.004102564,45.876,1.077114428
NKTR,57.9185,0.161496986,0.4579,4.4162,0.072069658,93.5641,1.414809851
OCIP,34.7459,0.162086957,0.5714,0.2235,0.059627329,58.8765,1.056882727
OTEL,66.9963,0.1,0.6875,0.4356,0.017763296,78.3426,1.053191489
PRCP,45.3674,0.09971134,-0.6821,0.0239,0.005257732,65.5365,1.081704545
PICO,42.9574,0.079421875,-0.3077,-0.6222,-0.0015625,29.9618,1.02734375
PNK,67.9027,0.102652001,0.5962,1.1163,0.049618087,94.0752,0.993932039
PTGX,35.6362,0.149596154,0.3334,0.6984,0.103365385,69.1923,1.065498155
RSPP,29.3267,0.172615536,0.6128,1.1649,0.089233038,68.6175,0.978881689
REN,26.9049,0.25423578,0.1876,0.4758,0.129583731,54.2563,1.061490683
RTRX,20.3857,0.072804936,-0.6183,-0.0483,0.025533935,41.3232,1.100044464
SBOW,26.8857,0.332059219,0.964,1.0881,0.120323015,76.4894,1.021421121
SWX,21.4984,0.116689861,-0.7556,-0.4653,-0.010437376,49.0381,0.907321879
SYNL,19.2905,0.090537313,0.2473,-0.0008,0.030598507,57.1521,1.00952381
TRHC,39.8563,0.329212121,-0.8042,-0.4928,0.020677362,53.2208,1.244492655
TTWO,46.4225,0.056166879,-0.087,-0.5667,0.009364183,60.6406,1.13000796
TSRO,38.6582,0.090314951,-0.1653,-3.0379,-0.009967419,28.3341,0.845679012
TRUE,46.3992,0.127553571,-0.6849,-0.3502,-0.013392857,29.2198,1.044386423
USAC,12.1697,0.034244256,-0.6342,-0.0056,-0.008101572,50.5832,1.095624264
SLCA,23.7267,0.067051597,-0.183,-0.0942,-0.033845209,50.6009,0.991339492
VG,58.4366,0.052507375,0.0438,0.2449,0.022025565,73.2833,1.107632094
WLK,81.2201,0.114076786,0.7265,3.3058,0.047010232,94.5065,1.045187901
WLKP,27.8582,0.141466934,0.8529,0.4205,0.029659319,67.7515,0.954635108
XOMA,89.6511,0.171876404,0.454,2.0483,0.076853933,78.0675,0.929978296
GOLF,29.322,0.105322581,0.6184,0.5786,0.058349146,73.9832,1.012705882
AKBA,25.7231,0.110800269,-0.4464,-0.1711,-0.006052455,42.2013,1.022696929
ALRM,37.5201,0.084307285,-0.5703,-1.3061,0.008423841,38.2493,1.014191853
AMID,17.1249,0.128314607,0.7027,0.1718,0.019475655,52.0395,1.091240876
ANDV,44.0726,0.116648592,0.6071,2.0293,0.036592619,74.4078,0.938120307
ANDX,20.5684,0.071933319,0.2316,0.2648,-0.008270188,45.8923,1.095158248
BWINB,27.2747,0.04125261,-0.2174,0.1371,0.02045929,62.453,0.972803347
BCEI,21.0904,0.186698079,-0.0985,-0.0835,0.023921711,44.089,0.972149148
BR,61.6192,0.021452859,0.1087,0.7859,0.01561051,83.47,1.061184211
CCLP,18.1683,0.109872029,0.5469,-0.0158,0.00749543,54.0931,1.135253054
CABO,27.6361,0.052905666,0.3027,3.934,0.024963389,50.312,1.001330402
TCS,27.6063,0.3707173,-0.6169,-0.0109,-0.100843882,46.709,0.974459725
CAPL,37.1309,0.063570526,-0.2178,-0.3064,-0.000842105,34.4247,1.003720546
CUTR,65.4859,0.161614112,0.3991,1.4694,-0.005292172,68.4844,1.111948332
EGRX,15.0688,0.165593411,-0.5606,-0.642,-0.068588544,37.8651,1.064709921
EGN,13.8596,0.149966997,0.0806,0.7846,0.05930172,59.0473,0.908308004
GARS,26.1134,0.064266338,-0.4524,-0.0608,-0.004685573,38.6593,1.001218027
GLP,22.4669,0.090071856,-0.4412,-0.2571,-0.030538922,39.4706,1.008370787
GDP,16.7219,0.094170486,0.1225,0.1064,0.064894592,55.2954,1.030795552
HALO,48.6822,0.124718657,0.503,0.5714,0.020039487,77.2623,0.939150086
HSC,25.9586,0.065758713,0.2778,0.0534,0.055227882,53.2868,0.978835979
HRI,41.5173,0.109599106,0.4065,1.9628,0.017313528,73.839,1.066457188
HPT,30.5909,0.040361809,-0.0695,0.109,-0.006767169,56.3299,0.949273704
HII,55.8505,0.018977514,-0.6518,0.641,0.011336445,62.1988,1.045612843
INWK,16.594,0.073439681,-0.7222,-0.1182,-0.001595214,37.4575,0.985756385
INVH,26.858,0.044777259,0.0327,0.0535,-0.010436996,56.6816,0.955701568
JAG,30.4721,0.177198986,0.1971,0.411,0.104816223,63.9494,0.825474587
KIN,19.4315,0.280571429,0.7143,0.4704,0.156613757,77.9625,0.947368421
FSTR,25.9186,0.246423573,0.75,0.8164,0.118232044,72.639,1.018181818
MBUU,29.4442,0.134463505,-0.4382,0.0348,-0.001816347,52.1818,1.125083389
MRT,22.4251,0.059893048,-0.0254,-0.019,0.011942959,46.0681,0.965198238
MACK,38.8648,0.187512195,-0.7273,-0.3326,0.001560976,52.1316,1.037926758
MITK,24.4286,0.068648045,-0.087,-0.0379,0.036312849,47.9836,0.87431694
MODN,52.7132,0.057574603,-0.4545,0.1361,0.006984127,67.4195,0.962025316
NVEE,35.4308,0.0766759,-0.3188,0.2159,0.033795014,59.0244,0.903019213
NEOS,31.7348,0.057372549,-0.0303,-0.006,-0.001960784,56.7137,1.014150943
NTN,46.2712,0.34064133,-0.3303,-0.3151,0.02032304,28.4511,1.337434679
NES,68.7507,0.789174917,0.5247,2.5849,0.318811881,77.6931,0.96902439
OAS,23.2136,0.513436385,-0.6212,-0.3991,-0.072057075,43.6646,1.017502917
ZEUS,27.8409,0.100102373,0.1764,0.5503,0.028106096,61.5603,1.058663363
OLP,27.3205,0.06492284,-0.3807,0.0881,-0.011111111,56.107,0.939969605
PE,24.0417,0.212927989,0.4328,0.8932,0.11236413,61.3518,0.796162676
PFGC,22.3811,0.144380665,0.8166,0.9975,0.049546828,80.1872,1.02962963
PPC,42.3065,0.360869285,-0.7752,-0.8253,-0.124533162,48.6142,0.964015705
PXLW,51.2826,0.264897314,0.4314,0.2451,0.151658768,67.8809,0.939577039
PRMW,23.5311,0.076706444,-0.3691,-0.0067,0.005887033,54.998,1.038674033
RNG,31.2302,0.076400826,0.2333,0.6062,0.014669421,66.0933,1.133009193
MCRB,17.7933,0.077120316,-0.3401,0.0167,0.017751479,42.1727,1.000473261
SMPL,32.7187,0.095904628,0.7692,0.3597,0.049649369,78.239,0.946979866
SUN,28.1381,0.057056338,-0.4854,-0.471,-0.027816901,28.1687,1.101619015
TCMD,23.0815,0.12826087,-0.1911,0.476,0.043961353,49.5983,1.095158036
USAT,55.3061,0.221538462,0.5789,0.5253,0.08,86.6594,0.87
WTM,14.3237,0.067779814,-0.7918,-8.8749,-0.025096326,40.4041,0.994471126
AE,30.5249,0.275531034,-0.4392,-0.1689,-0.058022989,50.5232,0.994311967
IOTS,35.1201,0.308589147,-0.7333,-0.3659,-0.056589147,42.6697,1.007352941
AYX,38.002,0.181250495,0.0691,0.1891,-0.082390186,57.0325,1.08210367
BLFS,63.3231,0.243166667,0.203,0.1666,0.111,61.1637,0.914191419
BKCC,43.7259,0.116886035,-0.6035,-0.1545,-0.04494382,22.3765,0.952380952
BRKS,32.0767,0.072645702,-0.2231,-0.8426,0.000503145,39.3845,1.175705621
CJ,23.3469,0.108347774,0.3022,1.0596,0.054914849,61.4917,0.936199469
CBMG,16.4087,0.08368,0.1111,0.1464,0.029333333,62.7628,1.57518797
CHEF,23.3677,0.038780488,0.0676,0.2712,0.019512195,58.881,0.978873239
CEMI,38.5077,0.194756098,0.7333,0.3681,0.126829268,79.8043,1.012121212
CPK,34.8251,0.144216423,-0.6364,-1.2259,-0.044557607,45.6394,0.932235592
CISN,38.872,0.036124684,0.3194,-0.0262,0.004043808,48.7168,1.012295082
COLL,39.6528,0.131451788,0.2692,0.9751,0.062188516,74.6002,1.32072456
CHUBA,29.8269,0.080236471,-0.3893,-0.0253,-0.023829013,51.137,0.924101198
CNCE,59.0087,0.144994202,0.3645,1.3718,-0.003015075,81.7493,0.783036773
COT,37.6351,0.116938776,-0.4203,0.0176,-0.043217287,59.3174,1.018596281
BREW,13.1128,0.092791667,-0.1875,0.0138,0.016145833,57.0638,1.028277635
DSKE,30.8252,0.15256823,0.7185,0.3699,0.046326102,65.3116,0.941298343
DK,44.769,0.111036062,0.48,1.219,0.061362335,82.1012,0.97875558
ELF,18.867,0.054441954,0.1067,0.3954,0.038727028,52.3269,0.902860858
ERF,15.3106,0.221961185,0.2857,0.1407,0.091930541,58.26,1.136544191
FPI,21.8448,0.130576037,-0.3091,-0.029,-0.023502304,43.2524,0.929625426
FIVN,28.6885,0.076181672,0.1521,0.1057,0.057395498,61.3793,1.041583367
GHDX,26.9104,0.31080117,0.3586,1.5557,0.152397661,58.5275,0.984451483
GMRE,23.0724,0.212463415,-0.7975,-0.2304,-0.034390244,35.1273,0.955399061
GDEN,78.7073,0.076906585,-0.5686,0.643,0.015497703,72.6434,0.970588235
HDNG,36.077,0.055407577,0.2087,0.0914,0.009414466,75.1892,1.084632098
ICHR,27.4766,0.111447154,-0.7084,-0.8851,0.024390244,44.6493,1.294525829
IMPV,25.785,0.080564232,-0.2868,-0.2972,-0.025440806,35.3838,1.09382716
IHC,53.704,0.076080146,-0.7843,-0.0282,0.000728597,60.0549,1.068345324
IIPR,29.6499,0.588715568,0.9856,2.2176,0.224079232,90.9663,0.776572668
INSW,25.0031,0.230964247,0.3478,0.2443,0.101950163,47.553,0.891736402
JE,46.3116,0.032494172,-0.125,-0.0847,0.032634033,25.521,0.964044944
KRP,18.2521,0.057249231,-0.2778,-0.1906,-0.027566769,40.4321,1.188317615
KOP,63.7969,0.074011788,0.1354,0.6137,0.049115914,71.6082,0.907669761
KRO,33.138,0.135754754,-0.4406,-0.1478,0.025223128,56.6592,1.05107832
FWONA,28.52,0.071693154,-0.5296,-0.6932,-0.025611247,36.945,1.097675121
LGND,25.6869,0.063948003,0.4245,0.3937,0.010034324,55.3543,1.188526354
MMAC,31.8722,0.094020576,-0.6972,-0.1627,-0.038353909,39.9906,1.16089613
M,30.7492,0.098157999,0.3669,1.0174,0.008416038,61.0847,1.006456513
MDGL,67.5086,0.702727966,0.7481,11.4264,0.148665432,84.5964,1.53389224
MGEN,27.7108,0.458139981,0.7292,0.5585,0.247363375,62.5973,0.782273603
NL,40.5736,0.22005614,-0.3731,0.1167,0.056842105,64.6737,0.93728223
NRE,21.5931,0.124780343,-0.8906,-0.1673,-0.044080417,47.8974,0.904761905
NVDA,34.1881,0.048575711,-0.2946,-1.2871,0.032186047,54.5429,1.249473684
OMER,14.1226,0.09981472,-0.4894,0.2727,0.032938755,50.1374,0.827309019
OSTK,65.1762,0.692131455,0.3704,4.7676,0.177230047,67.5467,1.130732416
PFIN,39.0672,0.16507785,0.6235,0.1973,0.08907952,73.5238,0.923206198
PFSW,19.8475,0.074562584,0.2816,0.0539,0.040107672,46.7389,0.961038961
FRSH,29.9069,0.241115242,-0.9083,-0.0488,-0.058736059,43.9471,0.901554404
PCTI,27.7897,0.091261872,-0.0131,0.1123,0.021166893,56.825,0.973439575
PVAC,25.4311,0.246949629,0.585,0.7371,0.127384301,54.1908,1.093711161
PLYM,14.6186,0.040854978,0.2893,0.133,0.028246753,55.4666,0.991957105
PCOM,23.764,0.181107872,-0.6723,-0.248,-0.042759961,43.9369,1.174264282
QBAK,37.4403,0.203452381,0.4064,0.2223,0.160547619,59.3325,1.185145518
RGEN,32.7023,0.033164278,0.2867,0.0764,0.0146086,44.3099,0.973570658
REI,19.7903,0.194748201,-0.1728,0.2489,0.079856115,54.0021,0.957475995
SGMO,47.768,0.05802439,0.082,0.5683,0.035365854,64.9425,1.210451977
SVRA,69.1405,0.258477089,0.3844,1.0204,0.032345013,74.4293,0.788601723
WTTR,21.5731,0.198267544,0.5368,0.5744,0.110307018,67.9084,1.017486339
SND,30.3119,0.144942263,0.3212,0.1997,-0.050115473,57.8078,1.076581576
SQ,54.3637,0.170199019,-0.8265,-1.0227,-0.068820306,50.7993,1.310706402
STAA,41.8045,0.126851613,-0.9459,0.1263,-0.009032258,62.1091,1.0125
STRS,11.7654,0.083131313,-0.3881,-0.0195,0.005723906,49.8619,1.008116883
STB,18.4395,0.087263844,0.7333,0.0677,0.029153094,63.6695,0.963081862
RUN,17.2594,0.153389831,0.4024,0.0531,0.031525424,48.6929,1.12541806
SLD,20.9598,0.096290429,-0.5833,-0.1186,-0.04290429,39.6665,0.970684039
TELL,16.8237,0.589507187,-0.663,-0.395,0.021149897,43.8515,1.144135189
TSG,46.4967,0.040403433,0.4,0.3151,-0.013304721,71.9285,1.091489362
TDW,47.3935,0.167188525,-0.3125,-0.3211,-0.036311475,54.13,1.100393701
TPIC,29.413,0.180195503,0.3548,0.0973,0.087487781,52.4345,0.967267552
TTD,35.9953,0.131414826,-0.3566,-1.4575,-0.028515198,36.7648,1.056840077
TRT,41.0897,0.239472183,-0.3672,-0.0377,-0.000333809,62.9459,0.951064748
TPB,33.9754,0.255447231,0.7708,0.5243,0.090487459,75.6721,1.030106531
UGI,19.6617,0.085277955,-0.6407,-0.4081,-0.036890309,41.8013,0.964150943
UPLD,16.9275,0.09355494,-0.5552,-0.0135,-0.006001847,47.6604,1.064810589
HCC,25.7195,0.189375746,0.6274,0.2947,0.062902584,49.6985,1.04968248
BKJ,17.2578,0.054838356,0.7731,0.2303,0.01980274,63.175,1
CMCT,42.5251,0.160230366,0.5846,0.4801,0.008376963,64.1612,0.907455013
CTSO,42.7691,0.192061538,-0.375,0.0229,0.042723077,56.7989,1.167588646
EPM,28.3333,0.076145985,-0.1667,0.0093,0.054014599,43.4355,1.09540636
IDSY,28.1154,0.048587896,0.1728,0.0081,0.014697406,53.6641,1.067142857
JYNT,20.3404,0.087298387,-0.5439,-0.0458,-0.038104839,54.3527,1.02
MVO,38.6257,0.29302381,0.8022,0.6525,0.170714286,82.2268,0.892508108
NWSA,46.6234,0.045687847,-0.0306,0.2469,-0.004194941,70.7735,1.041945289
NOVN,19.6971,0.240805687,-0.8571,-0.2451,-0.036966825,34.1283,0.805399325
PDEX,21.041,0.049558824,-0.1439,-0.0546,-0.005147059,45.3763,1.007352941
RDFN,20.1869,0.355408685,0.9699,1.3316,0.113984674,70.4435,0.666666667
SJT,29.6926,0.140412621,-0.288,0.0836,0.053883495,59.9874,1.159859977
TTGT,47.1006,0.036451149,-0.0345,0.1919,0.022557471,77.8793,1.115384615
ALPN,49.8085,0.04125,0.4124,0.1636,-0.006964286,66.8468,1.010347826
AVNW,30.6739,0.101410679,-0.25,-0.2207,-0.039551747,44.1256,1.079872204
CCUR,20.474,0.115503472,-0.3816,-0.0783,-0.027142361,39.8028,1.001724138
FRD,30.0711,0.140316901,0.0462,-0.0588,0.030637324,49.5991,0.977031802
PVG,22.337,0.172357581,0.352,0.1889,0.099386503,61.5109,0.6
SYBX,37.681,0.270268041,-0.4633,-0.3824,-0.050927835,44.9053,0.68214
TSN,50.5188,0.053398298,-0.2655,0.8817,-0.014431972,73.0913,0.97275641
VRAY,38.7601,0.198444924,-0.1767,0.2401,0.080345572,65.8579,0.976987448
ALBO,20.4895,0.196140625,0.0932,0.1693,0.104375,52.8147,1.375245944
BZH,51.7317,0.13548152,-0.7897,-0.39,-0.005622072,55.09,0.955622794
ABCD,25.5871,0.079260563,-0.3636,-0.0635,0.032394366,47.6573,1.246073298
JCTCF,40.8914,0.106946667,-0.6429,0.0387,-0.003644,55.9562,0.949178459
KLIC,35.3564,0.032784056,-0.2548,-0.1049,-0.000205465,57.5964,0.968788002
MELR,47.2463,0.08,1,0.0961,0.0275,66.2527,0.99375
NCSM,30.8345,0.244151967,-0.6,-0.7515,-0.017910448,30.008,1.040650407
RBCN,19.0118,0.110250627,-0.178,-0.033,-0.064413534,48.6969,0.971285893
SVT,42.2669,0.095238523,0.2132,0.2097,0.027305962,62.3965,0.953654189
SSYS,10.0818,0.16748497,-0.5235,-0.3048,-0.05240481,38.9151,1.049180328
VRS,62.4946,0.507023335,0.8819,1.8456,0.24336938,95.4744,0.96011236
WOW,65.0032,0.255761589,0.25,-0.0851,0.16064333,33.1642,0.952372197
AQN,21.4579,0.026111111,0.186,0.0491,0.005376344,60.6289,0.974060823
CVV,13.8831,0.103373494,-0.5235,-0.1641,0.006884682,52.5678,0.864068584
EEI,26.0967,0.070990476,-0.5,-0.0897,-0.003824762,39.3579,1.026004728
LWAY,22.9685,0.433725,-0.7578,-0.4949,-0.1025,32.8128,0.95408115
MAG,24.778,0.236262136,0.8111,0.4001,0.070711974,59.5586,0.849765258
MTOR,34.7842,0.098090367,-0.5597,-0.2544,0.016283035,50.7602,1.166526493
MTEM,55.4608,0.484530938,0.4699,0.5444,0.276047904,72.1314,0.982711556
NTAP,45.2233,0.071626898,-0.0665,1.0888,-0.037454808,71.2519,1.127318117
SNMP,23.151,0.079279279,0.0364,0.0634,0.078378378,49.2001,1.045833333
EZPW,40.6736,0.01795082,0.1176,0.2616,0.000819672,78.0759,0.975708502
GFF,20.3594,0.187135135,-0.7671,-0.506,-0.02014742,41.6338,1.060679612
HP,27.7079,0.18679146,0.4554,2.2761,0.106435644,72.6035,1.111531477
ANF,33.382,0.120275387,0.0617,0.7436,0.035800344,62.6079,1.178688525
AMAT,32.1583,0.038744131,-0.1467,-0.7002,0.007981221,48.5253,1.020354316
POST,23.5293,0.041158652,-0.0532,-0.5307,0.006310741,42.7196,0.952817167
SPLK,38.0684,0.063312409,0.3351,1.8897,0.022042492,73.1328,1.064394373
ASYS,43.4718,0.077576961,0.1275,-0.4632,-0.000794439,39.8524,0.978484565
CUB,44.5757,0.073258694,-0.5806,0.4288,0.006446141,67.3235,0.998331943
ENTA,46.8527,0.29532379,0.7055,2.9137,0.142740286,79.3868,1.507917384
INTU,51.1551,0.039234377,0.1851,1.509,0.016592724,68.6491,1.063739377
NTIC,34.4203,0.299943434,0.7503,1.2186,0.144048485,78.9693,0.958661417
ADI,37.9754,0.070587442,0.5614,0.3008,0.039469842,59.1551,1.020959735
BURL,43.2204,0.175245062,0.8571,4.9736,0.087458343,80.7092,0.999841043
CTRN,41.6798,0.117346939,0.1994,0.854,-0.003703704,71.0896,0.883827296
DLTR,63.5554,0.083926941,0.5377,2.6168,0.016084242,77.0199,1.06812563
FNTE,62.7646,0.030434081,0.7908,0.0369,0.012899454,67.4701,0.995457286
HRG,28.1844,0.073427729,-0.2778,0.2461,0.027728614,55.2642,1.079671939
LORL,20.5823,0.085017026,-0.625,-0.5876,0.006356413,42.4541,1.051648352
MTR,30.3215,0.264910569,0.2928,0.3321,0.131165312,68.499,0.928
RAVN,25.9473,0.165967977,-0.7476,0.0248,0.023871907,52.9158,1.165477889
DE,59.979,0.079474794,0.5144,4.3432,0.043064341,82.4066,1.079178793
CRM,31.4316,0.044268806,-0.2264,-0.2062,-0.013675046,57.0046,1.093791786
GSM,57.6139,0.065901235,-0.1064,0.223,-0.014691358,61.246,0.904819277
PLAB,17.9279,0.161595308,-0.82,-0.1623,-0.019354839,40.2968,0.979885057
PSTG,39.5307,0.129747793,-0.8893,-0.2269,-0.050315259,49.455,1.309685379
REX,17.024,0.092854209,-0.9012,-1.0891,-0.023940089,32.001,0.975164783
WDAY,24.9937,0.058213092,-0.0775,-1.2837,-0.009278553,44.3385,1.177413127
XCRA,18.6616,0.018917263,-0.3889,-0.0095,-0.007354443,49.4389,1.010080645
AMSWA,32.0223,0.043697334,-0.9371,-0.0809,-0.000687876,51.6413,1.106742616
HOME,47.4416,0.102823297,0.3342,1.8704,0.055676209,80.0476,1.023388116
FIVE,58.5185,0.122662847,0.3333,1.8967,0.012575392,74.5062,0.964255197
SMTC,21.1548,0.017964912,0.0952,-0.8005,0.003508772,39.9497,1.050750536
TLYS,33.7038,0.162588076,-0.8718,0.4886,-0.010433604,61.421,1.042924212
TITN,37.7632,0.068153047,0.3343,1.0163,-0.012753897,70.788,0.998175182
